"estimate","se","ci_lower","ci_upper","true_beta","scenario"
1.02752001973621,0.420787926648403,0.181469188828297,1.87357085064413,0.5,14
-0.134525273994937,0.346456657499926,-0.831123071574602,0.562072523584727,0.5,14
-0.0049657085543684,0.541219557692662,-1.09316056275725,1.08322914564851,0.5,14
-0.2815532097491,0.494646004931497,-1.27610565998433,0.712999240486134,0.5,14
0.707432826510537,0.362661447740564,-0.0217468855669641,1.43661253858804,0.5,14
0.995998383714849,0.309910195739506,0.372882172418869,1.61911459501083,0.5,14
-0.351433575596306,0.70455997891175,-1.76804635802727,1.06517920683465,0.5,14
0.418516812018768,0.397874972122604,-0.381464436119713,1.21849806015725,0.5,14
0.706601156926718,0.382192698814972,-0.0618487674208735,1.47505108127431,0.5,14
0.589932948268692,0.366000020123162,-0.145959413482106,1.32582531001949,0.5,14
1.01083370152987,0.29974704426879,0.408151875827911,1.61351552723183,0.5,14
0.405948565497045,0.325918017499475,-0.249353528623382,1.06125065961747,0.5,14
0.828736601133559,0.230504250782684,0.365276742729762,1.29219645953736,0.5,14
0.63279603071114,0.309046194334439,0.0114170106708235,1.25417505075146,0.5,14
0.479226241427942,0.69805860910377,-0.924314660894927,1.88276714375081,0.5,14
0.393052441534201,0.375190760453683,-0.361319142173441,1.14742402524184,0.5,14
0.780013978691884,0.405643904098744,-0.0355877541074422,1.59561571149121,0.5,14
0.839457356636263,0.400144421578681,0.0349130745407227,1.6440016387318,0.5,14
-0.274765970566537,0.379246999682756,-1.03729316985339,0.487761228720319,0.5,14
0.850408095379522,0.965799689727427,-1.09146232968914,2.79227852044819,0.5,14
-0.0913122738514788,0.33532675264588,-0.765531897882548,0.582907350179591,0.5,14
0.616332298061202,0.404983630721746,-0.197941866136797,1.4306064622592,0.5,14
0.650926961909114,0.432745504862973,-0.219166191374026,1.52102011519225,0.5,14
1.05656808610041,0.374473068824784,0.303639518127084,1.80949665407373,0.5,14
0.122744250377413,0.418036733123086,-0.717774935203549,0.963263435958374,0.5,14
0.46352920537999,0.351600111780956,-0.243410200151366,1.17046861091135,0.5,14
0.849076625652962,0.404708575036878,0.0353554979752404,1.66279775333068,0.5,14
0.66094545039496,0.332572808854196,-0.00773699852800636,1.32962789931793,0.5,14
0.267131999882074,0.29092487257655,-0.317811660777738,0.852075660541886,0.5,14
0.241519624392141,0.397767525744366,-0.558245588323673,1.04128483710796,0.5,14
0.233792887880379,0.361910709476833,-0.493877363750188,0.961463139510945,0.5,14
0.40984912761592,0.312663973933637,-0.218803925831968,1.03850218106381,0.5,14
0.511189343314325,0.389019006548485,-0.270985792628506,1.29336447925716,0.5,14
0.964860252255598,0.490919927870239,-0.0222004179306858,1.95192092244188,0.5,14
0.319153795375034,0.301272575016305,-0.286595315471702,0.92490290622177,0.5,14
-0.326626008083482,0.622538455934034,-1.57832346554217,0.925071449375208,0.5,14
0.4836912071849,0.324260952609596,-0.168279134672298,1.1356615490421,0.5,14
0.106532602827561,0.380710892492835,-0.658937950224676,0.872003155879797,0.5,14
0.631659634069799,0.317250903320508,-0.00621605903410005,1.2695353271737,0.5,14
0.36726368620024,0.289116890546808,-0.214044782949413,0.948572155349894,0.5,14
0.277090993133265,0.446382565363354,-0.620421307983765,1.1746032942503,0.5,14
-0.122547671973658,0.407391699764784,-0.941663583488348,0.696568239541032,0.5,14
0.945962711434218,0.238008250155506,0.467415051070235,1.4245103717982,0.5,14
0.822050835044491,0.267863997868348,0.283474170614208,1.36062749947477,0.5,14
0.621083466272926,0.29694254660113,0.02404046105924,1.21812647148661,0.5,14
0.0305844737957458,0.414288577229519,-0.802398539268615,0.863567486860107,0.5,14
0.327985234237486,0.34660930969538,-0.368919491152187,1.02488995962716,0.5,14
0.297094250813524,0.361743000576414,-0.430238799472698,1.02442730109975,0.5,14
0.543455007764183,0.265542193053511,0.00954664479503009,1.07736337073334,0.5,14
0.558973024205083,0.248625954702699,0.0590770380323287,1.05886901037784,0.5,14
0.916122371543509,0.315076886067703,0.282617833091775,1.54962690999524,0.5,14
0.564506993945513,0.49545643552299,-0.43167493620562,1.56068892409665,0.5,14
0.787372643489668,0.271937220729296,0.240606215599613,1.33413907137972,0.5,14
0.613136167746778,0.356542214381801,-0.103740001049581,1.33001233654314,0.5,14
0.56299996163782,0.286880990266528,-0.0138129286937196,1.13981285196936,0.5,14
0.283776573872625,0.27724169456624,-0.273655213484899,0.841208361230149,0.5,14
-0.172090530698806,0.404298050166039,-0.98498624280235,0.640805181404738,0.5,14
0.882156468216105,0.444005074932645,-0.0105755680050225,1.77488850443723,0.5,14
1.01772632262755,0.662804396893771,-0.314931235273227,2.35038388052834,0.5,14
0.323543588600024,0.301939377312083,-0.283546218119067,0.930633395319114,0.5,14
-0.409437375554121,0.4368742103868,-1.28783184766746,0.46895709655922,0.5,14
0.281576154945041,0.41958430890606,-0.562054640295226,1.12520695018531,0.5,14
-0.039362504486958,0.714645276587837,-1.47625313696645,1.39752812799253,0.5,14
0.579165111942164,0.398793560484324,-0.222663081884339,1.38099330576867,0.5,14
0.966722060892157,0.689547233750429,-0.419705574310097,2.35314969609441,0.5,14
0.227560324949168,0.516355893248435,-0.810642781320243,1.26576343121858,0.5,14
1.07855310081744,0.423420300840641,0.227209526863541,1.92989667477134,0.5,14
0.166131416762167,0.346706810812825,-0.530969347763147,0.863232181287481,0.5,14
0.502110094085538,0.35239935380663,-0.206436295242392,1.21065648341347,0.5,14
0.384914546379682,0.287883798872897,-0.193914625791068,0.963743718550431,0.5,14
0.557683382535293,0.399686763164298,-0.24594071564517,1.36130748071576,0.5,14
0.478169510718757,0.286157556764026,-0.0971888190678237,1.05352784050534,0.5,14
0.269083451794493,0.741778216356032,-1.22236161245945,1.76052851604844,0.5,14
0.184783541261535,0.352982855272278,-0.524936056394352,0.894503138917422,0.5,14
0.511342664037282,0.296607596648753,-0.0850268791600901,1.10771220723465,0.5,14
-0.183832024008323,0.420083974622993,-1.02846746450625,0.660803416489602,0.5,14
1.39839447447995,0.317866646720491,0.759280746294272,2.03750820266564,0.5,14
0.671442744293931,0.26118984339989,0.146285366815682,1.19660012177218,0.5,14
0.571411741371296,0.339648476972799,-0.111497291804348,1.25432077454694,0.5,14
-0.219196465333339,0.691081185055927,-1.60870831634693,1.17031538568025,0.5,14
0.168660440715234,0.371568319085537,-0.578427736470158,0.915748617900626,0.5,14
0.074087165895015,0.50059784988242,-0.932432270670536,1.08060660246057,0.5,14
0.728651404647496,0.445794918369234,-0.167679352997943,1.62498216229294,0.5,14
0.268081676494491,0.345191580755136,-0.425972513811038,0.96213586680002,0.5,14
0.745381166980692,0.307827922302973,0.126451647031083,1.3643106869303,0.5,14
0.241196412936581,0.272255368856138,-0.306209694635377,0.788602520508538,0.5,14
0.616070940009863,0.303669717626743,0.00550205091159728,1.22663982910813,0.5,14
0.577992568143724,0.337472192773403,-0.100540752378145,1.25652588866559,0.5,14
-0.142330282830315,0.598083488536818,-1.34485773284359,1.06019716718297,0.5,14
0.329137932701468,0.346175676594081,-0.366894914902677,1.02517078030561,0.5,14
0.228600765316121,0.41963176656782,-0.615125449948396,1.07232698058064,0.5,14
0.449983520314504,0.453454242934814,-0.461747341522416,1.36171438215142,0.5,14
-0.231270783533153,0.308121382958113,-0.850790345675982,0.388248778609676,0.5,14
0.273987183004519,0.390526148147335,-0.511218264221623,1.05919263023066,0.5,14
1.32840836785526,0.396064558193151,0.532067200889022,2.12474953482149,0.5,14
0.0753665261769478,0.331084694609267,-0.590323868521848,0.741056920875744,0.5,14
0.392319333699194,0.335266567418278,-0.281779279821363,1.06641794721975,0.5,14
0.751942364730391,0.377011216253966,-0.00608949068401898,1.5099742201448,0.5,14
0.720069817316748,0.786852213555606,-0.862002592371718,2.30214222700521,0.5,14
0.977668003927565,0.337395485666667,0.299288913380656,1.65604709447447,0.5,14
1.32394926186498,0.448337623569325,0.422506052765843,2.22539247096411,0.5,14
1.10396391659315,0.281012739076069,0.538949936071612,1.66897789711468,0.5,14
0.678909888973902,0.478526283661536,-0.283231689392736,1.64105146734054,0.5,14
0.0440682849368546,0.28650217858693,-0.531982953465092,0.620119523338801,0.5,14
0.535798074582593,0.297324644671004,-0.0620131902912014,1.13360933945639,0.5,14
1.46290243729967,0.722540264995564,0.010137866716565,2.91566700788277,0.5,14
0.569384387630923,0.39782249180972,-0.230491341766382,1.36926011702823,0.5,14
1.08757679393378,0.536303151307408,0.00926703729169986,2.16588655057587,0.5,14
0.838320680220129,0.270038037504676,0.295372816132591,1.38126854430767,0.5,14
0.377648230425816,0.34051619313308,-0.307005463021439,1.06230192387307,0.5,14
0.196102682873158,0.310207305501809,-0.427610907637739,0.819816273384054,0.5,14
0.430295053577046,0.273119977150449,-0.118849465483183,0.979439572637274,0.5,14
0.185783711775319,0.409060204024744,-0.63668695239769,1.00825437594833,0.5,14
-0.130632931377791,0.642833453326842,-1.42313621600035,1.16187035324477,0.5,14
1.17695763219186,0.327777400378751,0.517916998226633,1.8359982661571,0.5,14
1.05670866393268,0.345526948323597,0.361980171937428,1.75143715592794,0.5,14
0.155925965184478,0.42619810872635,-0.701002765854432,1.01285469622339,0.5,14
